Workcenter,Machine,Job,Type,Priority
1,2,job12612,1,10
2,0,job17903,1,3
4,2,job18051,2,3
1,0,job17842,2,1
4,2,job18061,2,1
4,1,job16604,3,3
4,0,job17314,3,1
5,0,job16824,1,1
1,2,job18012,2,10
2,0,job17733,1,1
5,1,job18042,3,10
1,1,job17892,2,1
3,4,job17773,2,1
1,3,job17053,3,3
1,2,job18002,2,10
2,1,job12613,1,10
3,2,job18071,1,1
3,0,job17683,2,1
3,4,job17315,3,1
1,1,job18032,1,1
1,3,job17523,3,1
2,1,job17573,1,1
5,1,job17562,3,1
1,0,job17912,2,1
3,2,job18081,1,1
3,0,job17833,2,1
5,0,job12614,1,10
1,0,job18043,3,10
1,2,job17982,2,10
1,1,job17942,1,1
3,3,job18091,1,1
4,1,job18101,2,10
5,0,job16644,1,3
1,0,job17972,2,1
5,1,job17574,1,1
1,3,job17563,3,1
3,3,job17893,2,1
4,2,job18111,2,1
1,2,job12632,1,10
4,2,job18121,2,1
4,1,job18131,2,10
3,4,job17843,2,1
2,0,job18141,3,1
1,1,job18062,2,1
3,1,job17075,3,10
4,0,job16724,3,1
5,1,job17602,3,1
4,1,job15044,3,10
2,0,job18033,1,1
2,0,job18151,3,1
1,1,job17992,1,1
1,0,job18112,2,1
3,4,job17913,2,1
1,1,job18072,1,1
4,1,job18161,2,10
5,0,job16974,1,1
1,0,job18132,2,10
3,4,job16725,3,1
2,1,job12633,1,10
1,3,job17603,3,1
3,0,job17763,2,1
3,2,job18171,1,1
3,3,job18063,2,1
1,1,job18122,2,1
3,0,job17973,2,1
5,0,job12634,1,10
1,2,job18162,2,10
5,1,job17662,3,1
1,0,job18052,2,3
1,1,job18082,1,1
2,0,job18073,1,1
3,3,job18181,1,1
1,3,job17663,3,1
1,2,job18102,2,10
5,0,job17024,1,1
3,2,job18191,1,3
3,3,job18113,2,1
2,1,job18211,3,10
3,2,job18201,1,1
4,2,job18221,2,1
1,0,job18022,2,10
4,0,job18231,2,1
4,2,job18241,2,1
4,0,job16734,3,3
4,1,job15464,3,10
3,4,job18123,2,1
1,1,job18172,1,1
5,1,job18212,3,10
5,0,job17742,3,1
1,0,job18222,2,1
3,4,job16605,3,3
3,3,job18053,2,3
4,2,job18251,2,1
1,3,job18232,2,1
4,2,job18261,2,3
1,2,job18213,3,10
4,2,job18271,2,1
2,0,job18083,1,1
3,0,job17823,2,1
3,1,job17983,2,10
5,0,job17154,1,1
1,1,job18242,2,1
3,2,job18281,1,1
3,1,job15465,3,10
4,1,job18291,2,10
2,0,job18301,3,1
1,1,job18202,1,1
3,4,job16735,3,3
2,0,job18173,1,1
1,3,job18252,2,1
4,2,job18311,2,3
5,1,job17922,3,1
2,0,job18321,3,1
2,0,job18341,3,1
3,1,job15045,3,10
3,3,job18351,1,3
4,2,job18331,2,1
4,0,job17874,3,10
1,3,job17923,3,1
1,0,job18272,2,1
3,2,job18361,1,1
3,0,job18243,2,1
5,0,job16854,1,3
2,1,job18371,3,10
1,1,job18282,1,1
4,0,job16984,3,3
4,1,job15654,3,10
1,2,job18292,2,10
4,2,job18381,2,3
1,1,job18332,2,1
3,2,job18391,1,1
3,0,job18223,2,1
3,4,job17875,3,10
2,0,job18203,1,1
5,1,job18372,3,10
5,1,job17962,3,1
3,1,job15655,3,10
3,3,job17703,2,3
1,2,job18373,3,10
3,1,job18003,2,10
1,0,job18262,2,3
1,1,job18362,1,1
3,2,job18401,1,1
3,3,job18273,2,1
3,4,job16985,3,3
4,2,job18421,2,1
3,0,job18411,1,1
5,0,job17194,1,1
1,3,job17963,3,1
3,2,job18431,1,1
3,0,job18333,2,1
1,0,job18312,2,3
2,0,job18441,3,1
3,4,job18263,2,3
4,2,job18451,2,1
5,1,job17792,3,3
1,0,job18422,2,1
1,1,job18392,1,1
2,0,job18363,1,1
4,1,job18461,2,10
1,3,job17793,3,3
4,0,job17104,3,1
4,1,job15734,3,10
2,1,job18471,3,10
5,0,job17204,1,1
1,1,job18452,2,1
2,0,job18283,1,1
3,4,job18313,2,3
1,2,job18462,2,10
3,2,job18481,1,10
4,2,job18491,2,1
2,0,job18501,3,1
1,1,job18402,1,1
5,1,job18472,3,10
2,0,job18511,3,1
3,4,job17105,3,1
1,0,job18382,2,3
3,1,job18013,2,10
1,1,job18412,1,1
5,1,job17802,3,3
1,2,job13983,3,1
2,1,job18531,3,10
4,2,job18521,2,3
1,0,job18473,3,10
3,0,job18423,2,1
4,2,job18541,2,1
3,3,job18453,2,1
3,1,job15735,3,10
4,2,job18551,2,1
1,3,job18492,2,1
4,1,job17054,3,3
1,2,job17803,3,3
1,2,job14753,3,3
5,0,job16934,1,3
5,1,job18532,3,10
1,1,job18432,1,1
2,0,job18413,1,1
3,4,job18383,2,3
1,0,job18533,3,10
4,2,job18561,2,1
1,0,job18542,2,1
3,2,job18571,1,1
3,1,job17055,3,3
3,0,job18233,2,1
4,1,job16184,3,10
5,1,job18142,3,1
2,0,job18433,1,1
4,2,job18581,2,1
1,1,job18092,1,1
3,2,job18591,1,3
3,3,job18601,1,3
1,3,job18552,2,1
1,3,job18143,3,1
1,1,job18192,1,3
5,0,job17274,1,1
2,0,job18403,1,1
3,1,job16185,3,10
1,1,job18562,2,1
4,2,job18611,2,1
4,0,job18044,3,10
4,2,job18621,2,1
1,1,job18182,1,1
3,2,job18631,1,10
2,1,job18193,1,3
5,1,job18152,3,1
1,0,job18582,2,1
3,3,job18651,1,3
4,2,job18641,2,1
4,1,job13984,3,1
3,3,job18661,1,1
4,0,job17174,3,1
1,1,job18572,1,1
5,1,job18194,1,3
1,3,job18153,3,1
3,4,job18045,3,10
3,2,job18671,1,3
3,0,job18543,2,1
5,0,job17304,1,1
1,0,job18612,2,1
3,0,job18563,2,1
3,1,job13985,3,1
3,4,job18253,2,1
1,3,job18622,2,1
1,1,job18592,1,3
3,4,job17175,3,1
3,3,job18583,2,1
3,2,job18681,1,3
4,1,job14754,3,3
5,1,job17882,3,3
2,0,job18573,1,1
3,3,job18691,1,1
1,2,job18642,2,1
1,2,job17883,3,3
5,0,job17364,1,1
2,0,job18593,1,3
4,2,job18701,2,3
3,3,job18613,2,1
3,1,job14755,3,3
1,1,job18672,1,3
1,0,job18522,2,3
4,0,job17524,3,1
2,0,job18393,1,1
3,2,job18711,1,3
2,0,job18721,3,1
4,2,job18731,2,1
5,1,job18302,3,1
4,0,job17804,3,3
2,0,job18741,3,1
3,1,job17473,2,10
1,0,job18702,2,3
3,2,job18751,1,3
1,3,job18303,3,1
4,2,job18761,2,1
3,4,job17525,3,1
2,0,job18673,1,3
1,1,job18682,1,3
3,0,job18493,2,1
5,0,job17484,1,1
1,0,job18732,2,1
3,0,job18643,2,1
3,4,job18523,2,3
3,2,job18771,1,3
4,1,job18781,2,10
2,1,job18183,1,1
3,4,job17805,3,3
5,1,job18322,3,1
1,1,job18762,2,1
5,1,job18184,1,1
1,2,job18782,2,10
1,1,job18712,1,3
2,0,job18683,1,3
1,3,job18323,3,1
3,0,job18733,2,1
5,0,job17514,1,1
4,0,job17564,3,1
2,0,job18791,3,3
4,0,job17884,3,3
3,4,job18703,2,3
3,3,job18763,2,1
1,1,job18752,1,3
4,2,job18801,2,3
5,1,job18342,3,1
3,1,job17565,3,1
1,1,job18662,1,1
3,0,job18553,2,1
3,3,job18811,1,1
2,0,job18713,1,3
1,0,job18802,2,3
3,1,job17493,2,10
3,3,job18103,2,10
5,0,job17284,1,3
1,3,job18343,3,1
3,4,job17885,3,3
4,1,job18821,2,10
1,1,job18772,1,3
2,0,job18753,1,3
4,2,job18831,2,1
2,0,job18841,3,1
1,1,job18692,1,1
5,1,job18442,3,1
1,2,job18822,2,10
2,0,job18851,3,1
2,0,job18663,1,1
3,2,job18861,1,1
1,0,job18832,2,1
4,0,job17604,3,1
1,3,job18443,3,1
5,0,job17554,1,1
1,2,job12942,1,10
4,2,job18474,3,10
4,1,job16424,3,10
2,1,job18773,1,3
4,2,job18871,2,1
2,0,job18881,3,1
3,4,job17605,3,1
3,0,job18623,2,1
5,1,job18774,1,3
5,1,job18502,3,1
2,0,job18693,1,1
3,3,job18475,3,10
3,1,job16425,3,10
4,2,job18891,2,1
3,0,job18833,2,1
3,1,job18163,2,10
1,1,job18862,1,1
5,0,job17594,1,1
2,1,job18093,1,1
1,0,job18872,2,1
2,1,job12943,1,10
1,2,job18352,1,3
3,4,job18803,2,3
5,1,job18094,1,1
3,2,job18911,1,3
4,2,job18901,2,3
1,0,job18892,2,1
2,0,job18863,1,1
4,2,job18921,2,1
5,1,job18512,3,1
1,3,job18503,3,1
3,2,job18931,1,1
4,0,job17664,3,1
5,0,job12944,1,10
1,2,job12982,1,10
4,2,job18941,2,1
2,1,job17993,1,1
3,0,job18873,2,1
1,1,job18902,2,3
5,0,job17674,1,1
1,1,job18812,1,1
3,4,job17665,3,1
5,0,job17994,1,1
1,0,job18922,2,1
2,1,job17943,1,1
1,1,job18912,1,3
4,1,job17934,3,10
3,3,job18893,2,1
5,1,job18722,3,1
4,0,job17794,3,3
5,0,job17944,1,1
3,2,job18951,1,1
4,2,job18961,2,3
1,0,job18942,2,1
1,2,job18602,1,3
4,2,job18971,2,1
2,1,job12983,1,10
3,3,job18903,2,3
3,1,job17935,3,10
5,0,job17384,1,3
1,3,job18513,3,1
3,0,job18923,2,1
1,1,job18932,1,1
3,4,job17795,3,3
1,0,job18962,2,3
5,0,job12984,1,10
1,3,job18723,3,1
3,2,job18981,1,10
2,0,job18913,1,3
5,1,job18742,3,1
3,0,job18943,2,1
4,0,job17924,3,1
1,0,job18972,2,1
4,1,job18991,2,10
2,1,job19001,3,10
1,3,job18743,3,1
2,0,job18933,1,1
1,1,job18952,1,1
5,0,job17714,1,1
4,1,job18214,3,10
1,0,job18992,2,10
2,0,job19011,3,1
3,3,job18963,2,3
3,4,job17925,3,1
2,0,job19021,3,3
5,1,job19002,3,10
2,0,job18813,1,1
1,2,job19003,3,10
5,1,job18842,3,1
4,1,job19031,2,10
4,0,job17964,3,1
1,1,job18652,1,3
1,2,job13112,1,10
2,1,job18353,1,3
3,2,job19041,1,3
2,0,job18953,1,1
3,3,job18973,2,1
3,1,job18215,3,10
1,0,job18843,3,1
4,2,job19051,2,1
2,0,job19061,3,1
5,0,job17734,1,1
5,1,job18354,1,3
4,1,job19071,2,10
4,2,job19081,2,1
1,2,job19032,2,10
3,4,job17965,3,1
2,1,job18653,1,3
1,1,job19052,2,1
1,2,job13182,1,10
5,1,job18654,1,3
3,2,job19091,1,1
5,1,job18852,3,1
1,1,job19072,2,10
2,1,job17533,1,1
4,0,job18144,3,1
1,1,job19082,2,1
2,0,job19101,3,3
4,1,job18374,3,10
4,2,job18534,3,10
5,0,job17534,1,1
5,0,job17784,1,1
4,2,job19111,2,3
3,3,job19053,2,1
3,4,job18145,3,1
1,1,job19042,1,3
1,3,job18853,3,1
3,2,job19121,1,3
2,1,job13113,1,10
3,4,job18375,3,10
3,3,job18535,3,10
5,1,job18882,3,1
4,0,job18154,3,1
3,2,job19131,1,3
5,0,job13114,1,10
3,4,job19073,2,10
2,1,job13183,1,10
4,2,job19141,2,3
1,0,job19112,2,3
4,2,job19151,2,1
2,0,job19161,3,1
4,2,job18844,3,1
5,0,job17544,1,3
1,1,job19092,1,1
5,0,job13184,1,10
3,4,job18155,3,1
1,1,job19142,2,3
2,0,job19043,1,3
4,2,job19171,2,3
1,3,job18883,3,1
3,1,job18023,2,10
5,1,job18792,3,3
4,0,job18304,3,1
1,1,job19122,1,3
1,0,job18793,3,3
3,3,job19083,2,1
4,2,job19181,2,1
3,4,job18845,3,1
4,1,job19191,2,1
4,2,job19201,2,1
5,0,job18034,1,1
4,0,job19004,3,10
3,4,job19113,2,3
3,4,job18305,3,1
4,1,job19211,2,3
1,0,job19192,2,1
2,0,job19123,1,3
3,2,job19221,1,1
1,1,job19152,2,1
2,1,job18603,1,3
3,3,job19231,1,1
5,1,job19012,3,1
1,1,job19132,1,3
4,0,job18324,3,1
3,1,job19005,3,10
1,2,job19212,2,3
5,1,job18604,1,3
1,3,job19013,3,1
1,0,job19182,2,1
4,2,job19241,2,3
5,0,job18074,1,1
2,0,job19251,3,3
3,3,job19143,2,3
2,1,job19261,3,10
4,2,job19271,2,1
3,1,job18293,2,10
4,0,job18794,3,3
1,3,job19202,2,1
1,1,job19222,1,1
3,4,job18325,3,1
4,2,job19281,2,1
2,0,job19133,1,3
5,1,job19262,3,10
4,0,job18344,3,1
5,1,job19062,3,1
3,3,job19213,2,3
1,2,job19272,2,1
3,0,job19183,2,1
1,1,job19232,1,1
3,4,job18795,3,3
5,0,job18084,1,1
2,0,job19291,3,3
1,3,job19063,3,1
4,1,job19301,2,10
4,2,job19311,2,1
1,0,job19282,2,1
3,0,job19153,2,1
1,2,job13312,1,10
3,3,job19203,2,1
3,1,job18463,2,10
3,0,job19193,2,1
1,2,job19263,3,10
3,4,job18345,3,1
4,2,job19321,2,1
5,1,job19162,3,1
1,0,job19302,2,10
1,0,job19312,2,1
2,0,job19233,1,1
1,3,job19163,3,1
2,1,job13313,1,10
1,2,job13422,1,10
3,3,job19283,2,1
4,2,job19331,2,1
5,0,job17854,1,3
1,1,job19322,2,1
3,2,job19341,1,10
2,0,job19223,1,1
5,0,job13314,1,10
2,0,job19351,3,1
4,2,job19361,2,1
5,0,job18174,1,1
4,0,job18444,3,1
3,0,job19273,2,1
1,0,job19332,2,1
3,0,job19313,2,1
5,0,job17904,1,3
4,2,job19371,2,3
1,2,job13622,1,10
3,3,job19323,2,1
5,0,job18204,1,1
1,1,job19362,2,1
3,4,job18445,3,1
2,1,job13423,1,10
3,1,job18133,2,10
4,1,job19381,2,10
2,0,job19093,1,1
5,0,job13424,1,10
1,0,job19172,2,3
4,0,job18504,3,1
1,2,job13752,1,10
2,1,job13623,1,10
5,1,job19022,3,3
2,0,job19391,3,1
1,2,job19382,2,10
4,2,job19401,2,1
2,0,job19411,3,1
3,3,job19333,2,1
4,1,job19421,2,3
4,2,job19431,2,1
1,3,job19023,3,3
5,0,job13624,1,10
1,0,job19242,2,3
3,4,job19363,2,1
5,0,job18284,1,1
3,4,job18505,3,1
4,2,job19441,2,1
1,1,job19422,2,3
5,0,job18364,1,1
1,1,job19402,2,1
3,4,job19173,2,3
1,2,job13892,1,10
4,0,job18514,3,1
3,2,job19451,1,1
4,0,job19264,3,10
1,0,job19432,2,1
3,3,job19423,2,3
5,1,job19102,3,3
3,4,job19243,2,3
3,4,job18515,3,1
4,2,job19461,2,1
4,1,job19471,2,3
1,3,job19103,3,3
1,2,job14332,1,10
1,1,job19442,2,1
2,1,job13753,1,10
5,0,job18394,1,1
3,0,job19403,2,1
4,1,job19481,2,10
1,0,job19472,2,3
3,0,job19433,2,1
4,0,job18724,3,1
5,0,job13754,1,10
1,1,job19462,2,1
3,2,job19491,1,3
3,1,job19265,3,10
2,1,job13893,1,10
5,1,job19352,3,1
1,2,job19482,2,10
3,2,job19501,1,3
1,1,job19452,1,1
3,3,job19443,2,1
5,0,job13894,1,10
1,0,job19372,2,3
3,1,job18993,2,10
1,3,job19353,3,1
2,1,job14333,1,10
3,4,job18725,3,1
5,0,job18404,1,1
3,2,job19511,1,10
4,2,job19521,2,1
4,1,job19531,2,3
5,0,job14334,1,10
4,0,job18744,3,1
3,0,job19463,2,1
5,0,job18414,1,1
1,1,job19492,1,3
3,3,job19473,2,3
4,1,job19551,2,10
4,2,job19561,2,1
4,2,job19541,2,3
3,1,job18783,2,10
5,0,job18434,1,1
1,0,job19532,2,3
1,2,job19522,2,1
2,0,job19453,1,1
3,4,job18745,3,1
3,3,job19373,2,3
1,0,job19552,2,10
1,1,job19562,2,1
3,1,job18823,2,10
2,0,job19493,1,3
5,1,job19392,3,1
1,1,job19502,1,3
4,0,job18854,3,1
1,3,job19393,3,1
3,2,job19571,1,1
1,2,job19542,2,3
3,4,job19533,2,3
5,0,job18574,1,1
3,0,job19523,2,1
3,0,job19563,2,1
4,2,job19581,2,1
3,4,job18855,3,1
1,2,job14612,1,10
3,1,job19303,2,10
2,0,job19503,1,3
4,2,job19591,2,1
5,1,job19412,3,1
1,0,job19582,2,1
3,3,job19543,2,3
4,0,job18884,3,1
3,2,job19601,1,1
4,1,job19611,2,1
4,2,job19621,2,1
1,3,job19413,3,1
4,2,job19631,2,3
2,1,job19641,3,10
4,2,job19651,2,1
5,0,job18664,1,1
1,0,job19592,2,1
3,1,job19553,2,10
4,1,job19661,2,10
1,1,job19572,1,1
2,1,job14613,1,10
4,1,job19671,2,10
3,4,job18885,3,1
1,0,job19612,2,1
2,0,job19681,3,1
2,0,job19691,3,3
5,1,job19642,3,10
1,2,job19622,2,1
5,1,job19252,3,3
2,0,job19573,1,1
1,2,job19672,2,10
3,0,job19583,2,1
4,0,job19014,3,1
1,0,job19643,3,10
2,0,job19701,3,1
5,0,job14614,1,10
3,1,job19033,2,10
4,1,job19711,2,10
1,1,job19602,1,1
1,3,job19652,2,1
2,0,job19721,3,1
3,2,job19731,1,1
1,2,job19253,3,3
5,0,job18694,1,1
1,2,job19662,2,10
4,2,job19741,2,1
3,3,job19593,2,1
3,4,job19015,3,1
4,1,job19751,2,10
1,0,job19632,2,3
2,0,job19603,1,1
3,0,job19623,2,1
1,2,job19712,2,10
3,2,job19761,1,3
5,1,job19292,3,3
4,0,job19064,3,1
1,2,job14962,1,10
1,3,job19742,2,1
4,1,job19771,2,10
3,3,job19613,2,1
4,2,job19781,2,1
1,0,job19293,3,3
3,2,job19791,1,3
1,0,job19752,2,10
5,1,job18814,1,1
3,4,job19065,3,1
1,1,job19782,2,1
3,0,job19653,2,1
1,0,job19772,2,10
3,3,job19633,2,3
1,1,job19732,1,1
4,0,job19254,3,3
4,2,job19801,2,1
5,1,job19682,3,1
3,2,job19811,1,1
4,1,job19821,2,10
3,0,job19783,2,1
4,2,job19831,2,1
1,3,job19802,2,1
2,1,job14963,1,10
3,4,job19255,3,3
4,2,job19841,2,3
5,0,job18594,1,3
3,2,job19851,1,3
1,3,job19683,3,1
1,2,job19822,2,10
2,0,job19871,3,1
3,2,job19861,1,1
1,1,job19762,1,3
2,0,job19733,1,1
5,0,job14964,1,10
1,1,job19832,2,1
4,0,job19024,3,3
4,0,job19294,3,3
2,0,job19881,3,3
5,1,job19702,3,1
3,1,job19383,2,10
2,0,job19763,1,3
3,2,job19891,1,1
4,2,job19901,2,1
1,1,job19842,2,3
4,2,job19911,2,1
1,3,job19703,3,1
4,2,job19921,2,1
4,2,job19931,2,1
1,1,job19812,1,1
3,4,job19025,3,3
5,1,job18864,1,1
3,3,job19743,2,1
3,1,job19753,2,10
1,0,job19902,2,1
3,1,job19483,2,10
3,3,job19833,2,1
2,0,job19951,3,1
3,4,job19295,3,3
4,2,job19941,2,3
5,1,job19722,3,1
1,2,job19912,2,1
1,1,job19862,1,1
3,1,job19663,2,10
3,4,job19843,2,3
4,2,job19961,2,1
5,0,job18674,1,3
1,2,job19922,2,1
1,3,job19723,3,1
4,0,job19164,3,1
4,0,job19644,3,10
2,0,job19863,1,1
3,3,job19913,2,1
3,2,job19971,1,1
1,3,job19932,2,1
1,1,job19892,1,1
5,1,job19872,3,1
3,4,job19165,3,1
2,0,job19813,1,1
3,0,job19803,2,1
1,3,job19873,3,1
4,2,job19981,2,3
1,0,job19962,2,1
3,0,job19903,2,1
3,2,job19991,1,3
3,3,job19923,2,1
5,0,job18684,1,3
2,0,job19893,1,1
1,1,job19972,1,1
3,1,job19645,3,10
4,1,job20001,2,10
1,2,job19942,2,3
3,3,job19773,2,10
3,1,job19673,2,10
5,1,job19952,3,1
1,2,job20002,2,10
2,0,job19973,1,1
1,0,job19982,2,3
2,0,job20011,3,3
1,3,job19953,3,1
4,0,job19104,3,3
5,0,job18934,1,1
1,1,job19792,1,3
3,0,job19963,2,1
3,4,job19943,2,3
5,0,job18714,1,3
3,2,job20021,1,3
3,4,job19105,3,3
4,1,job20031,2,10
2,0,job19793,1,3
3,0,job19933,2,1
5,0,job18754,1,3
3,3,job19983,2,3
3,1,job19713,2,10
2,0,job20041,3,1
2,0,job20051,3,1
1,1,job19852,1,3
1,2,job20032,2,10
4,2,job20061,2,1
4,1,job20071,2,10
4,2,job20081,2,1
5,1,job19692,3,3
3,4,job19823,2,10
2,0,job19853,1,3
4,1,job20091,2,10
1,0,job20062,2,1
1,2,job19693,3,3
1,2,job20072,2,10
4,1,job20101,2,10
5,0,job18954,1,1
1,1,job19992,1,3
4,0,job19354,3,1
1,0,job20082,2,1
3,2,job20111,1,1
3,1,job20003,2,10
1,2,job20092,2,10
3,3,job20063,2,1
2,0,job19993,1,3
5,1,job20042,3,1
4,2,job20121,2,3
3,2,job20131,1,10
3,4,job19355,3,1
1,0,job20102,2,10
1,1,job20022,1,3
1,3,job20043,3,1
4,1,job20141,2,10
4,2,job20151,2,1
2,1,job20161,3,10
3,3,job20083,2,1
5,1,job19094,1,1
1,0,job20122,2,3
3,2,job20171,1,1
4,0,job19394,3,1
4,2,job20181,2,3
1,2,job20142,2,10
2,0,job20023,1,3
4,0,job19694,3,3
2,1,job20191,3,10
5,1,job20162,3,10
1,3,job20152,2,1
3,4,job20103,2,10
1,1,job20112,1,1
5,1,job20052,3,1
3,2,job20201,1,3
3,3,job20211,1,1
3,4,job19395,3,1
5,1,job20192,3,10
1,0,job20182,2,3
3,1,job20033,2,10
4,2,job20221,2,3
5,0,job18914,1,3
2,0,job20113,1,1
3,3,job20123,2,3
4,0,job19414,3,1
3,4,job19695,3,3
1,3,job20053,3,1
1,1,job20172,1,1
1,0,job20222,2,3
3,1,job20073,2,10
5,1,job19882,3,3
1,2,job20163,3,10
3,4,job20183,2,3
3,0,job20153,2,1
3,2,job20231,1,1
2,0,job20173,1,1
3,4,job19415,3,1
1,3,job19883,3,3
2,0,job20241,3,1
4,2,job20251,2,3
5,1,job19224,1,1
1,1,job20202,1,3
3,1,job20093,2,10
1,2,job20193,3,10
2,0,job20261,3,3
3,3,job20223,2,3
4,2,job20271,2,1
1,0,job20252,2,3
2,0,job20203,1,3
5,1,job20242,3,1
1,0,job20272,2,1
4,0,job19684,3,1
1,1,job20232,1,1
2,0,job20281,3,1
3,3,job20253,2,3
5,0,job19234,1,1
3,2,job20301,1,10
4,2,job20291,2,1
4,0,job20164,3,10
1,3,job20243,3,1
2,0,job20233,1,1
3,4,job19685,3,1
1,0,job20292,2,1
3,0,job20273,2,1
4,1,job20311,2,10
5,1,job20012,3,3
1,1,job20212,1,1
1,2,job15172,1,10
1,3,job20013,3,3
4,0,job19704,3,1
3,1,job20143,2,10
4,1,job20321,2,3
4,2,job20331,2,1
3,2,job20341,1,1
1,2,job20312,2,10
3,4,job20165,3,10
5,0,job19044,1,3
2,0,job20213,1,1
3,3,job20293,2,1
2,0,job20361,3,1
4,2,job20351,2,1
1,0,job20332,2,1
2,1,job15173,1,10
1,0,job20322,2,3
1,2,job15292,1,10
3,4,job19705,3,1
5,1,job20282,3,1
5,0,job15174,1,10
1,0,job20352,2,1
2,1,job20371,3,10
1,3,job20283,3,1
4,0,job19724,3,1
3,3,job20333,2,1
4,2,job20381,2,1
5,0,job19124,1,3
2,1,job20401,3,10
3,2,job20391,1,3
2,0,job20411,3,1
4,2,job20421,2,3
1,1,job20342,1,1
5,1,job20372,3,10
1,0,job20382,2,1
4,2,job20431,2,3
3,4,job19725,3,1
1,2,job20373,3,10
3,3,job20353,2,1
4,0,job20194,3,10
5,1,job20362,3,1
5,1,job20402,3,10
2,0,job20343,1,1
4,2,job20441,2,3
2,0,job20451,3,3
1,2,job20422,2,3
4,2,job20461,2,1
1,3,job20363,3,1
4,0,job19874,3,1
4,2,job20471,2,1
1,1,job20392,1,3
5,0,job19134,1,3
2,1,job15293,1,10
3,0,job20383,2,1
3,1,job20195,3,10
4,1,job20481,2,3
1,2,job20403,3,10
1,0,job20432,2,3
5,0,job15294,1,10
2,0,job20393,1,3
1,0,job20482,2,3
5,1,job20412,3,1
1,0,job20462,2,1
3,3,job20323,2,3
3,4,job19875,3,1
4,1,job20491,2,1
4,2,job20501,2,1
4,2,job20511,2,1
1,2,job15502,1,10
3,4,job20423,2,3
1,3,job20413,3,1
4,0,job19954,3,1
3,3,job20521,1,3
3,2,job20531,1,10
3,2,job20541,1,3
5,1,job19454,1,1
1,1,job20492,2,1
1,1,job20472,2,1
3,4,job20433,2,3
3,4,job19955,3,1
1,0,job20502,2,1
4,2,job20551,2,1
1,2,job15742,1,10
4,2,job20561,2,1
5,1,job20262,3,3
3,0,job20493,2,1
3,0,job20463,2,1
4,1,job20571,2,3
4,1,job20581,2,3
4,2,job20591,2,1
1,3,job20512,2,1
4,0,job19884,3,3
2,0,job20601,3,1
3,2,job20611,1,1
4,0,job20374,3,10
5,1,job19574,1,1
2,0,job20621,3,3
1,3,job20263,3,3
1,0,job20572,2,3
3,3,job20473,2,1
1,1,job20542,1,3
5,1,job19604,1,1
1,0,job20552,2,1
3,3,job20503,2,1
2,1,job15503,1,10
3,4,job19885,3,3
1,2,job20582,2,3
4,2,job20631,2,3
5,0,job15504,1,10
2,0,job20543,1,3
1,2,job20562,2,1
2,1,job15743,1,10
3,2,job20641,1,10
4,0,job20044,3,1
5,1,job20602,3,1
3,4,job20483,2,3
3,3,job20651,1,1
3,2,job20661,1,10
1,1,job20612,1,1
3,1,job20375,3,10
5,0,job15744,1,10
1,0,job20592,2,1
5,1,job19734,1,1
3,3,job20583,2,3
3,0,job20513,2,1
3,3,job20553,2,1
2,0,job20613,1,1
4,2,job20671,2,1
1,2,job20442,2,3
3,4,job20045,3,1
1,2,job15762,1,10
5,1,job20452,3,3
3,0,job20563,2,1
1,0,job20672,2,1
3,2,job20691,1,10
3,0,job20593,2,1
4,2,job20681,2,1
4,2,job20701,2,1
4,2,job20711,2,1
5,0,job19494,1,3
1,2,job20632,2,3
2,1,job15763,1,10
4,0,job20054,3,1
1,2,job16292,1,10
3,4,job20573,2,3
5,0,job15764,1,10
5,1,job20622,3,3
1,3,job20682,2,1
1,3,job20603,3,1
3,3,job20443,2,3
3,4,job20055,3,1
2,0,job20731,3,1
3,0,job20673,2,1
4,2,job20721,2,3
5,0,job19504,1,3
1,0,job20702,2,1
1,0,job20453,3,3
1,2,job16832,1,10
2,0,job20741,3,1
3,3,job20751,1,1
3,2,job20761,1,3
4,2,job20771,2,1
2,1,job16293,1,10
4,0,job20014,3,3
1,3,job20623,3,3
1,0,job20712,2,1
5,1,job20732,3,1
3,0,job20703,2,1
5,0,job16294,1,10
4,2,job20781,2,3
2,0,job20791,3,3
1,3,job20733,3,1
2,0,job20801,3,1
1,2,job16902,1,10
1,0,job20772,2,1
2,0,job20811,3,1
3,4,job20015,3,3
3,0,job20683,2,1
3,2,job20821,1,1
3,1,job20633,2,3
5,1,job19814,1,1
4,1,job20831,2,10
1,2,job20722,2,3
2,0,job20841,3,1
2,1,job16833,1,10
5,1,job20742,3,1
1,1,job20762,1,3
1,2,job20832,2,10
4,2,job20851,2,3
1,0,job20782,2,3
2,1,job20861,3,10
4,2,job20454,3,3
5,0,job16834,1,10
3,2,job20871,1,3
5,1,job19864,1,1
2,0,job20763,1,3
4,0,job20244,3,1
1,3,job20743,3,1
3,4,job20723,2,3
1,2,job20852,2,3
2,0,job20881,3,1
4,2,job20891,2,1
5,1,job20862,3,10
1,1,job20822,1,1
2,0,job20901,3,1
3,3,job20713,2,1
4,1,job20911,2,1
4,2,job20921,2,1
5,1,job20802,3,1
2,1,job16903,1,10
3,4,job20245,3,1
1,1,job20652,1,1
3,4,job20455,3,3
1,0,job20912,2,1
2,0,job20823,1,1
3,2,job20931,1,3
5,0,job16904,1,10
3,0,job20773,2,1
3,2,job20951,1,1
4,2,job20941,2,1
5,1,job19894,1,1
4,0,job20284,3,1
